Truth,Time,Substream_ID,Value0,Critical
B,1359,0,B,True
C,1360,0,C,False
B,1361,0,B,True
C,1362,0,C,False
A,1363,0,A,False
B,1364,0,B,True
C,1365,0,C,False
A,1366,0,A,False
A,1367,0,A,False
A,1368,0,A,False
A,1369,0,A,False
B,1370,0,B,True
C,1371,0,C,False
B,1372,0,B,True
C,1373,0,C,False
A,1374,0,A,False
B,1375,0,B,True
C,1376,0,C,False
B,1377,0,B,True
C,1378,0,C,False
A,1379,0,A,False
A,1380,0,A,False
B,1381,0,B,True
C,1382,0,C,False
B,1383,0,B,True
C,1384,0,C,False
A,1385,0,A,False
A,1386,0,A,False
A,1387,0,A,False
A,1388,0,A,False
A,1389,0,A,False
B,1390,0,B,True
C,1391,0,C,False
B,1392,0,B,True
C,1393,0,C,False
B,1394,0,B,True
A,1395,0,A,False
B,1396,0,B,True
C,1397,0,C,False
B,1398,0,B,True
C,1399,0,C,False
B,1400,0,B,True
C,1401,0,C,False
A,1402,0,A,False
B,1403,0,B,True
C,1404,0,C,False
A,1405,0,A,False
B,1406,0,B,True
C,1407,0,C,False
B,1408,0,B,True
C,1409,0,C,False
A,1410,0,A,False
A,1411,0,A,False
B,1412,0,B,True
C,1413,0,C,False
B,1414,0,B,True
C,1415,0,C,False
A,1416,0,A,False
A,1417,0,A,False
B,1418,0,B,True
C,1419,0,C,False
A,1420,0,A,False
B,1421,0,B,True
C,1422,0,C,False
B,1423,0,B,True
C,1424,0,C,False
B,1425,0,B,True
C,1426,0,C,False
A,1427,0,A,False
A,1428,0,A,False
B,1429,0,B,True
C,1430,0,C,False
B,1431,0,B,True
A,1432,0,A,False
B,1433,0,B,True
C,1434,0,C,False
A,1435,0,A,False
B,1436,0,B,True
C,1437,0,C,False
B,1438,0,B,True
A,1439,0,A,False
A,1440,0,A,False
A,1441,0,A,False
B,1442,0,B,True
C,1443,0,C,False
B,1444,0,B,True
C,1445,0,C,False
A,1446,0,A,False
B,1447,0,B,True
C,1448,0,C,False
B,1449,0,B,True
C,1450,0,C,False
B,1451,0,B,True
C,1452,0,C,False
A,1453,0,A,False
A,1454,0,A,False
A,1455,0,A,False
A,1456,0,A,False
A,1457,0,A,False
A,1458,0,A,False
B,1459,0,B,True
C,1460,0,C,False
B,1461,0,B,True
A,1462,0,A,False
A,1463,0,A,False
A,1464,0,A,False
A,1465,0,A,False
B,1466,0,B,True
C,1467,0,C,False
B,1468,0,B,True
C,1469,0,C,False
B,1470,0,B,True
C,1471,0,C,False
A,1472,0,A,False
B,1473,0,B,True
C,1474,0,C,False
B,1475,0,B,True
C,1476,0,C,False
A,1477,0,A,False
B,1478,0,B,True
C,1479,0,C,False
A,1480,0,A,False
B,1481,0,B,True
C,1482,0,C,False
A,1483,0,A,False
B,1484,0,B,True
C,1485,0,C,False
B,1486,0,B,True
C,1487,0,C,False
A,1488,0,A,False
B,1489,0,B,True
C,1490,0,C,False
A,1491,0,A,False
B,1492,0,B,True
C,1493,0,C,False
A,1494,0,A,False
B,1495,0,B,True
C,1496,0,C,False
B,1497,0,B,True
C,1498,0,C,False
B,1499,0,B,True
C,1500,0,C,False
B,1501,0,B,True
C,1502,0,C,False
A,1503,0,A,False
A,1504,0,A,False
B,1505,0,B,True
C,1506,0,C,False
B,1507,0,B,True
A,1508,0,A,False
B,1509,0,B,True
C,1510,0,C,False
B,1511,0,B,True
C,1512,0,C,False
B,1513,0,B,True
A,1514,0,A,False
B,1515,0,B,True
C,1516,0,C,False
A,1517,0,A,False
B,1518,0,B,True
A,1519,0,A,False
B,1520,0,B,True
C,1521,0,C,False
A,1522,0,A,False
B,1523,0,B,True
C,1524,0,C,False
B,1525,0,B,True
C,1526,0,C,False
B,1527,0,B,True
C,1528,0,C,False
B,1529,0,B,True
C,1530,0,C,False
B,1531,0,B,True
C,1532,0,C,False
B,1533,0,B,True
C,1534,0,C,False
B,1535,0,B,True
C,1536,0,C,False
A,1537,0,A,False
A,1538,0,A,False
A,1539,0,A,False
B,1540,0,B,True
C,1541,0,C,False
A,1542,0,A,False
A,1543,0,A,False
B,1544,0,B,True
C,1545,0,C,False
B,1546,0,B,True
C,1547,0,C,False
A,1548,0,A,False
B,1549,0,B,True
A,1550,0,A,False
B,1551,0,B,True
C,1552,0,C,False
B,1553,0,B,True
C,1554,0,C,False
A,1555,0,A,False
B,1556,0,B,True
C,1557,0,C,False
A,1558,0,A,False
B,1559,0,B,True
C,1560,0,C,False
B,1561,0,B,True
C,1562,0,C,False
A,1563,0,A,False
A,1564,0,A,False
A,1565,0,A,False
A,1566,0,A,False
B,1567,0,B,True
C,1568,0,C,False
B,1569,0,B,True
C,1570,0,C,False
B,1571,0,B,True
C,1572,0,C,False
B,1573,0,B,True
C,1574,0,C,False
B,1575,0,B,True
C,1576,0,C,False
B,1577,0,B,True
C,1578,0,C,False
B,1579,0,B,True
C,1580,0,C,False
A,1581,0,A,False
A,1582,0,A,False
B,1583,0,B,True
C,1584,0,C,False
B,1585,0,B,True
C,1586,0,C,False
A,1587,0,A,False
A,1588,0,A,False
A,1589,0,A,False
A,1590,0,A,False
A,1591,0,A,False
B,1592,0,B,True
C,1593,0,C,False
B,1594,0,B,True
A,1595,0,A,False
A,1596,0,A,False
B,1597,0,B,True
C,1598,0,C,False
B,1599,0,B,True
C,1600,0,C,False
B,1601,0,B,True
C,1602,0,C,False
A,1603,0,A,False
B,1604,0,B,True
C,1605,0,C,False
B,1606,0,B,True
C,1607,0,C,False
B,1608,0,B,True
C,1609,0,C,False
A,1610,0,A,False
A,1611,0,A,False
A,1612,0,A,False
B,1613,0,B,True
C,1614,0,C,False
A,1615,0,A,False
A,1616,0,A,False
B,1617,0,B,True
C,1618,0,C,False
B,1619,0,B,True
C,1620,0,C,False
A,1621,0,A,False
B,1622,0,B,True
C,1623,0,C,False
B,1624,0,B,True
A,1625,0,A,False
A,1626,0,A,False
A,1627,0,A,False
A,1628,0,A,False
A,1629,0,A,False
A,1630,0,A,False
B,1631,0,B,True
C,1632,0,C,False
B,1633,0,B,True
A,1634,0,A,False
B,1635,0,B,True
C,1636,0,C,False
B,1637,0,B,True
C,1638,0,C,False
B,1639,0,B,True
C,1640,0,C,False
A,1641,0,A,False
A,1642,0,A,False
A,1643,0,A,False
B,1644,0,B,True
C,1645,0,C,False
A,1646,0,A,False
B,1647,0,B,True
C,1648,0,C,False
B,1649,0,B,True
C,1650,0,C,False
A,1651,0,A,False
B,1652,0,B,True
C,1653,0,C,False
B,1654,0,B,True
C,1655,0,C,False
A,1656,0,A,False
A,1657,0,A,False
A,1658,0,A,False
A,1659,0,A,False
A,1660,0,A,False
A,1661,0,A,False
B,1662,0,B,True
C,1663,0,C,False
B,1664,0,B,True
C,1665,0,C,False
B,1666,0,B,True
C,1667,0,C,False
B,1668,0,B,True
C,1669,0,C,False
A,1670,0,A,False
A,1671,0,A,False
A,1672,0,A,False
B,1673,0,B,True
C,1674,0,C,False
B,1675,0,B,True
C,1676,0,C,False
A,1677,0,A,False
A,1678,0,A,False
A,1679,0,A,False
A,1680,0,A,False
A,1681,0,A,False
B,1682,0,B,True
C,1683,0,C,False
B,1684,0,B,True
C,1685,0,C,False
B,1686,0,B,True
C,1687,0,C,False
A,1688,0,A,False
B,1689,0,B,True
C,1690,0,C,False
B,1691,0,B,True
C,1692,0,C,False
B,1693,0,B,True
C,1694,0,C,False
B,1695,0,B,True
C,1696,0,C,False
B,1697,0,B,True
C,1698,0,C,False
B,1699,0,B,True
C,1700,0,C,False
B,1701,0,B,True
C,1702,0,C,False
B,1703,0,B,True
C,1704,0,C,False
B,1705,0,B,True
C,1706,0,C,False
A,1707,0,A,False
A,1708,0,A,False
B,1709,0,B,True
C,1710,0,C,False
B,1711,0,B,True
C,1712,0,C,False
A,1713,0,A,False
B,1714,0,B,True
C,1715,0,C,False
B,1716,0,B,True
C,1717,0,C,False
B,1718,0,B,True
C,1719,0,C,False
B,1720,0,B,True
C,1721,0,C,False
A,1722,0,A,False
B,1723,0,B,True
C,1724,0,C,False
A,1725,0,A,False
A,1726,0,A,False
A,1727,0,A,False
A,1728,0,A,False
A,1729,0,A,False
A,1730,0,A,False
A,1731,0,A,False
B,1732,0,B,True
C,1733,0,C,False
B,1734,0,B,True
C,1735,0,C,False
A,1736,0,A,False
A,1737,0,A,False
A,1738,0,A,False
B,1739,0,B,True
A,1740,0,A,False
A,1741,0,A,False
B,1742,0,B,True
C,1743,0,C,False
A,1744,0,A,False
A,1745,0,A,False
B,1746,0,B,True
C,1747,0,C,False
B,1748,0,B,True
C,1749,0,C,False
B,1750,0,B,True
C,1751,0,C,False
A,1752,0,A,False
B,1753,0,B,True
C,1754,0,C,False
B,1755,0,B,True
C,1756,0,C,False
A,1757,0,A,False
B,1758,0,B,True
C,1759,0,C,False
B,1760,0,B,True
C,1761,0,C,False
B,1762,0,B,True
C,1763,0,C,False
B,1764,0,B,True
C,1765,0,C,False
A,1766,0,A,False
B,1767,0,B,True
C,1768,0,C,False
A,1769,0,A,False
B,1770,0,B,True
C,1771,0,C,False
B,1772,0,B,True
C,1773,0,C,False
B,1774,0,B,True
C,1775,0,C,False
B,1776,0,B,True
C,1777,0,C,False
B,1778,0,B,True
C,1779,0,C,False
B,1780,0,B,True
C,1781,0,C,False
B,1782,0,B,True
C,1783,0,C,False
B,1784,0,B,True
C,1785,0,C,False
B,1786,0,B,True
C,1787,0,C,False
B,1788,0,B,True
C,1789,0,C,False
B,1790,0,B,True
C,1791,0,C,False
A,1792,0,A,False
B,1793,0,B,True
A,1794,0,A,False
B,1795,0,B,True
C,1796,0,C,False
A,1797,0,A,False
A,1798,0,A,False
B,1799,0,B,True
C,1800,0,C,False
B,1801,0,B,True
C,1802,0,C,False
B,1803,0,B,True
C,1804,0,C,False
B,1805,0,B,True
A,1806,0,A,False
A,1807,0,A,False
A,1808,0,A,False
A,1809,0,A,False
B,1810,0,B,True
C,1811,0,C,False
A,1812,0,A,False
A,1813,0,A,False
A,1814,0,A,False
B,1815,0,B,True
C,1816,0,C,False
A,1817,0,A,False
A,1818,0,A,False
B,1819,0,B,True
C,1820,0,C,False
A,1821,0,A,False
B,1822,0,B,True
C,1823,0,C,False
B,1824,0,B,True
C,1825,0,C,False
B,1826,0,B,True
C,1827,0,C,False
B,1828,0,B,True
C,1829,0,C,False
B,1830,0,B,True
C,1831,0,C,False
B,1832,0,B,True
C,1833,0,C,False
A,1834,0,A,False
B,1835,0,B,True
C,1836,0,C,False
B,1837,0,B,True
C,1838,0,C,False
B,1839,0,B,True
C,1840,0,C,False
A,1841,0,A,False
A,1842,0,A,False
B,1843,0,B,True
C,1844,0,C,False
B,1845,0,B,True
A,1846,0,A,False
B,1847,0,B,True
C,1848,0,C,False
B,1849,0,B,True
C,1850,0,C,False
A,1851,0,A,False
B,1852,0,B,True
C,1853,0,C,False
B,1854,0,B,True
C,1855,0,C,False
B,1856,0,B,True
C,1857,0,C,False
A,1858,0,A,False
A,1859,0,A,False
A,1860,0,A,False
A,1861,0,A,False
A,1862,0,A,False
A,1863,0,A,False
A,1864,0,A,False
B,1865,0,B,True
A,1866,0,A,False
A,1867,0,A,False
B,1868,0,B,True
C,1869,0,C,False
B,1870,0,B,True
C,1871,0,C,False
B,1872,0,B,True
C,1873,0,C,False
A,1874,0,A,False
B,1875,0,B,True
C,1876,0,C,False
B,1877,0,B,True
C,1878,0,C,False
B,1879,0,B,True
C,1880,0,C,False
B,1881,0,B,True
C,1882,0,C,False
B,1883,0,B,True
C,1884,0,C,False
B,1885,0,B,True
C,1886,0,C,False
B,1887,0,B,True
C,1888,0,C,False
A,1889,0,A,False
A,1890,0,A,False
A,1891,0,A,False
A,1892,0,A,False
A,1893,0,A,False
A,1894,0,A,False
A,1895,0,A,False
B,1896,0,B,True
C,1897,0,C,False
B,1898,0,B,True
C,1899,0,C,False
A,1900,0,A,False
B,1901,0,B,True
C,1902,0,C,False
A,1903,0,A,False
A,1904,0,A,False
B,1905,0,B,True
C,1906,0,C,False
B,1907,0,B,True
C,1908,0,C,False
B,1909,0,B,True
C,1910,0,C,False
B,1911,0,B,True
C,1912,0,C,False
B,1913,0,B,True
C,1914,0,C,False
B,1915,0,B,True
C,1916,0,C,False
A,1917,0,A,False
A,1918,0,A,False
B,1919,0,B,True
C,1920,0,C,False
A,1921,0,A,False
B,1922,0,B,True
A,1923,0,A,False
A,1924,0,A,False
B,1925,0,B,True
C,1926,0,C,False
A,1927,0,A,False
A,1928,0,A,False
B,1929,0,B,True
C,1930,0,C,False
B,1931,0,B,True
A,1932,0,A,False
B,1933,0,B,True
C,1934,0,C,False
A,1935,0,A,False
B,1936,0,B,True
C,1937,0,C,False
B,1938,0,B,True
C,1939,0,C,False
B,1940,0,B,True
C,1941,0,C,False
B,1942,0,B,True
C,1943,0,C,False
B,1944,0,B,True
C,1945,0,C,False
B,1946,0,B,True
C,1947,0,C,False
A,1948,0,A,False
A,1949,0,A,False
A,1950,0,A,False
A,1951,0,A,False
A,1952,0,A,False
A,1953,0,A,False
A,1954,0,A,False
A,1955,0,A,False
B,1956,0,B,True
C,1957,0,C,False
B,1958,0,B,True
C,1959,0,C,False
B,1960,0,B,True
C,1961,0,C,False
A,1962,0,A,False
B,1963,0,B,True
C,1964,0,C,False
A,1965,0,A,False
B,1966,0,B,True
C,1967,0,C,False
B,1968,0,B,True
C,1969,0,C,False
B,1970,0,B,True
C,1971,0,C,False
B,1972,0,B,True
C,1973,0,C,False
A,1974,0,A,False
B,1975,0,B,True
C,1976,0,C,False
B,1977,0,B,True
C,1978,0,C,False
A,1979,0,A,False
A,1980,0,A,False
B,1981,0,B,True
C,1982,0,C,False
B,1983,0,B,True
C,1984,0,C,False
B,1985,0,B,True
C,1986,0,C,False
B,1987,0,B,True
C,1988,0,C,False
B,1989,0,B,True
C,1990,0,C,False
B,1991,0,B,True
A,1992,0,A,False
B,1993,0,B,True
A,1994,0,A,False
A,1995,0,A,False
A,1996,0,A,False
A,1997,0,A,False
A,1998,0,A,False
B,1999,0,B,True
C,2000,0,C,False
B,2001,0,B,True
C,2002,0,C,False
B,2003,0,B,True
C,2004,0,C,False
B,2005,0,B,True
C,2006,0,C,False
B,2007,0,B,True
C,2008,0,C,False
B,2009,0,B,True
C,2010,0,C,False
B,2011,0,B,True
C,2012,0,C,False
A,2013,0,A,False
A,2014,0,A,False
B,2015,0,B,True
C,2016,0,C,False
A,2017,0,A,False
B,2018,0,B,True
C,2019,0,C,False
A,2020,0,A,False
A,2021,0,A,False
A,2022,0,A,False
B,2023,0,B,True
C,2024,0,C,False
A,2025,0,A,False
A,2026,0,A,False
B,2027,0,B,True
C,2028,0,C,False
A,2029,0,A,False
B,2030,0,B,True
C,2031,0,C,False
A,2032,0,A,False
A,2033,0,A,False
B,2034,0,B,True
C,2035,0,C,False
A,2036,0,A,False
B,2037,0,B,True
C,2038,0,C,False
A,2039,0,A,False
B,2040,0,B,True
C,2041,0,C,False
B,2042,0,B,True
C,2043,0,C,False
B,2044,0,B,True
C,2045,0,C,False
B,2046,0,B,True
C,2047,0,C,False
B,2048,0,B,True
C,2049,0,C,False
A,2050,0,A,False
B,2051,0,B,True
A,2052,0,A,False
A,2053,0,A,False
B,2054,0,B,True
C,2055,0,C,False
A,2056,0,A,False
B,2057,0,B,True
C,2058,0,C,False
B,2059,0,B,True
C,2060,0,C,False
B,2061,0,B,True
C,2062,0,C,False
A,2063,0,A,False
B,2064,0,B,True
C,2065,0,C,False
A,2066,0,A,False
B,2067,0,B,True
C,2068,0,C,False
B,2069,0,B,True
C,2070,0,C,False
B,2071,0,B,True
C,2072,0,C,False
B,2073,0,B,True
C,2074,0,C,False
B,2075,0,B,True
C,2076,0,C,False
A,2077,0,A,False
B,2078,0,B,True
C,2079,0,C,False
B,2080,0,B,True
C,2081,0,C,False
B,2082,0,B,True
C,2083,0,C,False
B,2084,0,B,True
C,2085,0,C,False
A,2086,0,A,False
A,2087,0,A,False
B,2088,0,B,True
C,2089,0,C,False
B,2090,0,B,True
C,2091,0,C,False
B,2092,0,B,True
C,2093,0,C,False
A,2094,0,A,False
A,2095,0,A,False
B,2096,0,B,True
C,2097,0,C,False
B,2098,0,B,True
C,2099,0,C,False
B,2100,0,B,True
C,2101,0,C,False
B,2102,0,B,True
C,2103,0,C,False
B,2104,0,B,True
C,2105,0,C,False
B,2106,0,B,True
C,2107,0,C,False
B,2108,0,B,True
C,2109,0,C,False
B,2110,0,B,True
C,2111,0,C,False
B,2112,0,B,True
C,2113,0,C,False
B,2114,0,B,True
C,2115,0,C,False
A,2116,0,A,False
A,2117,0,A,False
A,2118,0,A,False
A,2119,0,A,False
B,2120,0,B,True
C,2121,0,C,False
B,2122,0,B,True
C,2123,0,C,False
B,2124,0,B,True
C,2125,0,C,False
B,2126,0,B,True
C,2127,0,C,False
A,2128,0,A,False
A,2129,0,A,False
B,2130,0,B,True
C,2131,0,C,False
B,2132,0,B,True
C,2133,0,C,False
B,2134,0,B,True
C,2135,0,C,False
A,2136,0,A,False
A,2137,0,A,False
B,2138,0,B,True
C,2139,0,C,False
B,2140,0,B,True
C,2141,0,C,False
B,2142,0,B,True
C,2143,0,C,False
B,2144,0,B,True
A,2145,0,A,False
A,2146,0,A,False
A,2147,0,A,False
A,2148,0,A,False
B,2149,0,B,True
C,2150,0,C,False
A,2151,0,A,False
B,2152,0,B,True
C,2153,0,C,False
A,2154,0,A,False
A,2155,0,A,False
B,2156,0,B,True
C,2157,0,C,False
B,2158,0,B,True
C,2159,0,C,False
A,2160,0,A,False
A,2161,0,A,False
A,2162,0,A,False
A,2163,0,A,False
A,2164,0,A,False
B,2165,0,B,True
C,2166,0,C,False
B,2167,0,B,True
A,2168,0,A,False
B,2169,0,B,True
C,2170,0,C,False
B,2171,0,B,True
C,2172,0,C,False
B,2173,0,B,True
C,2174,0,C,False
B,2175,0,B,True
C,2176,0,C,False
B,2177,0,B,True
C,2178,0,C,False
B,2179,0,B,True
C,2180,0,C,False
A,2181,0,A,False
A,2182,0,A,False
B,2183,0,B,True
C,2184,0,C,False
A,2185,0,A,False
A,2186,0,A,False
A,2187,0,A,False
B,2188,0,B,True
C,2189,0,C,False
B,2190,0,B,True
C,2191,0,C,False
A,2192,0,A,False
A,2193,0,A,False
B,2194,0,B,True
C,2195,0,C,False
B,2196,0,B,True
C,2197,0,C,False
B,2198,0,B,True
C,2199,0,C,False
B,2200,0,B,True
A,2201,0,A,False
B,2202,0,B,True
A,2203,0,A,False
B,2204,0,B,True
C,2205,0,C,False
B,2206,0,B,True
C,2207,0,C,False
B,2208,0,B,True
C,2209,0,C,False
A,2210,0,A,False
A,2211,0,A,False
A,2212,0,A,False
A,2213,0,A,False
B,2214,0,B,True
C,2215,0,C,False
B,2216,0,B,True
C,2217,0,C,False
B,2218,0,B,True
C,2219,0,C,False
B,2220,0,B,True
C,2221,0,C,False
A,2222,0,A,False
A,2223,0,A,False
B,2224,0,B,True
C,2225,0,C,False
A,2226,0,A,False
A,2227,0,A,False
B,2228,0,B,True
C,2229,0,C,False
B,2230,0,B,True
A,2231,0,A,False
A,2232,0,A,False
B,2233,0,B,True
C,2234,0,C,False
B,2235,0,B,True
C,2236,0,C,False
B,2237,0,B,True
C,2238,0,C,False
B,2239,0,B,True
C,2240,0,C,False
A,2241,0,A,False
A,2242,0,A,False
B,2243,0,B,True
C,2244,0,C,False
B,2245,0,B,True
C,2246,0,C,False
A,2247,0,A,False
B,2248,0,B,True
C,2249,0,C,False
B,2250,0,B,True
C,2251,0,C,False
B,2252,0,B,True
C,2253,0,C,False
B,2254,0,B,True
C,2255,0,C,False
B,2256,0,B,True
C,2257,0,C,False
B,2258,0,B,True
C,2259,0,C,False
A,2260,0,A,False
B,2261,0,B,True
C,2262,0,C,False
B,2263,0,B,True
C,2264,0,C,False
B,2265,0,B,True
C,2266,0,C,False
A,2267,0,A,False
A,2268,0,A,False
A,2269,0,A,False
B,2270,0,B,True
C,2271,0,C,False
B,2272,0,B,True
C,2273,0,C,False
B,2274,0,B,True
C,2275,0,C,False
B,2276,0,B,True
C,2277,0,C,False
B,2278,0,B,True
C,2279,0,C,False
B,2280,0,B,True
C,2281,0,C,False
B,2282,0,B,True
A,2283,0,A,False
B,2284,0,B,True
C,2285,0,C,False
A,2286,0,A,False
A,2287,0,A,False
B,2288,0,B,True
C,2289,0,C,False
B,2290,0,B,True
C,2291,0,C,False
B,2292,0,B,True
C,2293,0,C,False
B,2294,0,B,True
C,2295,0,C,False
B,2296,0,B,True
C,2297,0,C,False
B,2298,0,B,True
C,2299,0,C,False
B,2300,0,B,True
C,2301,0,C,False
B,2302,0,B,True
C,2303,0,C,False
B,2304,0,B,True
C,2305,0,C,False
B,2306,0,B,True
C,2307,0,C,False
B,2308,0,B,True
C,2309,0,C,False
B,2310,0,B,True
C,2311,0,C,False
A,2312,0,A,False
B,2313,0,B,True
C,2314,0,C,False
B,2315,0,B,True
C,2316,0,C,False
B,2317,0,B,True
C,2318,0,C,False
B,2319,0,B,True
C,2320,0,C,False
B,2321,0,B,True
C,2322,0,C,False
B,2323,0,B,True
C,2324,0,C,False
B,2325,0,B,True
C,2326,0,C,False
A,2327,0,A,False
B,2328,0,B,True
C,2329,0,C,False
A,2330,0,A,False
A,2331,0,A,False
B,2332,0,B,True
C,2333,0,C,False
A,2334,0,A,False
A,2335,0,A,False
B,2336,0,B,True
C,2337,0,C,False
B,2338,0,B,True
C,2339,0,C,False
A,2340,0,A,False
B,2341,0,B,True
C,2342,0,C,False
A,2343,0,A,False
B,2344,0,B,True
C,2345,0,C,False
A,2346,0,A,False
A,2347,0,A,False
A,2348,0,A,False
B,2349,0,B,True
A,2350,0,A,False
A,2351,0,A,False
A,2352,0,A,False
A,2353,0,A,False
A,2354,0,A,False
A,2355,0,A,False
B,2356,0,B,True
C,2357,0,C,False
B,2358,0,B,True
C,2359,0,C,False
B,2360,0,B,True
C,2361,0,C,False
B,2362,0,B,True
C,2363,0,C,False
B,2364,0,B,True
A,2365,0,A,False
B,2366,0,B,True
C,2367,0,C,False
A,2368,0,A,False
B,2369,0,B,True
C,2370,0,C,False
A,2371,0,A,False
A,2372,0,A,False
B,2373,0,B,True
C,2374,0,C,False
B,2375,0,B,True
C,2376,0,C,False
A,2377,0,A,False
A,2378,0,A,False
B,2379,0,B,True
C,2380,0,C,False
B,2381,0,B,True
C,2382,0,C,False
A,2383,0,A,False
A,2384,0,A,False
A,2385,0,A,False
A,2386,0,A,False
B,2387,0,B,True
C,2388,0,C,False
A,2389,0,A,False
A,2390,0,A,False
A,2391,0,A,False
A,2392,0,A,False
B,2393,0,B,True
C,2394,0,C,False
B,2395,0,B,True
C,2396,0,C,False
A,2397,0,A,False
B,2398,0,B,True
C,2399,0,C,False
B,2400,0,B,True
C,2401,0,C,False
B,2402,0,B,True
A,2403,0,A,False
A,2404,0,A,False
B,2405,0,B,True
C,2406,0,C,False
B,2407,0,B,True
C,2408,0,C,False
A,2409,0,A,False
A,2410,0,A,False
A,2411,0,A,False
B,2412,0,B,True
C,2413,0,C,False
B,2414,0,B,True
C,2415,0,C,False
A,2416,0,A,False
A,2417,0,A,False
B,2418,0,B,True
C,2419,0,C,False
B,2420,0,B,True
C,2421,0,C,False
B,2422,0,B,True
C,2423,0,C,False
B,2424,0,B,True
C,2425,0,C,False
B,2426,0,B,True
C,2427,0,C,False
B,2428,0,B,True
C,2429,0,C,False
B,2430,0,B,True
C,2431,0,C,False
A,2432,0,A,False
A,2433,0,A,False
A,2434,0,A,False
B,2435,0,B,True
C,2436,0,C,False
B,2437,0,B,True
C,2438,0,C,False
B,2439,0,B,True
C,2440,0,C,False
B,2441,0,B,True
C,2442,0,C,False
B,2443,0,B,True
C,2444,0,C,False
B,2445,0,B,True
C,2446,0,C,False
A,2447,0,A,False
B,2448,0,B,True
C,2449,0,C,False
A,2450,0,A,False
B,2451,0,B,True
C,2452,0,C,False
B,2453,0,B,True
C,2454,0,C,False
B,2455,0,B,True
C,2456,0,C,False
B,2457,0,B,True
C,2458,0,C,False
B,2459,0,B,True
C,2460,0,C,False
B,2461,0,B,True
C,2462,0,C,False
B,2463,0,B,True
C,2464,0,C,False
B,2465,0,B,True
C,2466,0,C,False
B,2467,0,B,True
C,2468,0,C,False
B,2469,0,B,True
C,2470,0,C,False
B,2471,0,B,True
C,2472,0,C,False
B,2473,0,B,True
C,2474,0,C,False
B,2475,0,B,True
C,2476,0,C,False
B,2477,0,B,True
C,2478,0,C,False
A,2479,0,A,False
B,2480,0,B,True
C,2481,0,C,False
B,2482,0,B,True
A,2483,0,A,False
B,2484,0,B,True
C,2485,0,C,False
B,2486,0,B,True
C,2487,0,C,False
B,2488,0,B,True
C,2489,0,C,False
B,2490,0,B,True
C,2491,0,C,False
B,2492,0,B,True
C,2493,0,C,False
B,2494,0,B,True
C,2495,0,C,False
A,2496,0,A,False
A,2497,0,A,False
A,2498,0,A,False
A,2499,0,A,False
B,2500,0,B,True
C,2501,0,C,False
B,2502,0,B,True
C,2503,0,C,False
A,2504,0,A,False
A,2505,0,A,False
B,2506,0,B,True
C,2507,0,C,False
B,2508,0,B,True
C,2509,0,C,False
B,2510,0,B,True
C,2511,0,C,False
A,2512,0,A,False
B,2513,0,B,True
A,2514,0,A,False
B,2515,0,B,True
C,2516,0,C,False
B,2517,0,B,True
C,2518,0,C,False
B,2519,0,B,True
C,2520,0,C,False
B,2521,0,B,True
C,2522,0,C,False
B,2523,0,B,True
C,2524,0,C,False
B,2525,0,B,True
C,2526,0,C,False
B,2527,0,B,True
C,2528,0,C,False
B,2529,0,B,True
C,2530,0,C,False
B,2531,0,B,True
C,2532,0,C,False
B,2533,0,B,True
C,2534,0,C,False
B,2535,0,B,True
C,2536,0,C,False
B,2537,0,B,True
C,2538,0,C,False
A,2539,0,A,False
A,2540,0,A,False
B,2541,0,B,True
C,2542,0,C,False
B,2543,0,B,True
C,2544,0,C,False
B,2545,0,B,True
C,2546,0,C,False
A,2547,0,A,False
B,2548,0,B,True
C,2549,0,C,False
B,2550,0,B,True
C,2551,0,C,False
B,2552,0,B,True
A,2553,0,A,False
B,2554,0,B,True
C,2555,0,C,False
A,2556,0,A,False
B,2557,0,B,True
C,2558,0,C,False
A,2559,0,A,False
A,2560,0,A,False
A,2561,0,A,False
B,2562,0,B,True
A,2563,0,A,False
A,2564,0,A,False
B,2565,0,B,True
C,2566,0,C,False
B,2567,0,B,True
C,2568,0,C,False
B,2569,0,B,True
C,2570,0,C,False
B,2571,0,B,True
A,2572,0,A,False
A,2573,0,A,False
A,2574,0,A,False
A,2575,0,A,False
A,2576,0,A,False
A,2577,0,A,False
B,2578,0,B,True
A,2579,0,A,False
A,2580,0,A,False
A,2581,0,A,False
A,2582,0,A,False
A,2583,0,A,False
A,2584,0,A,False
A,2585,0,A,False
A,2586,0,A,False
A,2587,0,A,False
A,2588,0,A,False
A,2589,0,A,False
B,2590,0,B,True
C,2591,0,C,False
B,2592,0,B,True
C,2593,0,C,False
A,2594,0,A,False
A,2595,0,A,False
B,2596,0,B,True
C,2597,0,C,False
A,2598,0,A,False
B,2599,0,B,True
A,2600,0,A,False
A,2601,0,A,False
A,2602,0,A,False
A,2603,0,A,False
B,2604,0,B,True
C,2605,0,C,False
A,2606,0,A,False
B,2607,0,B,True
C,2608,0,C,False
A,2609,0,A,False
B,2610,0,B,True
C,2611,0,C,False
A,2612,0,A,False
B,2613,0,B,True
C,2614,0,C,False
B,2615,0,B,True
C,2616,0,C,False
A,2617,0,A,False
B,2618,0,B,True
A,2619,0,A,False
A,2620,0,A,False
A,2621,0,A,False
B,2622,0,B,True
C,2623,0,C,False
B,2624,0,B,True
C,2625,0,C,False
B,2626,0,B,True
C,2627,0,C,False
B,2628,0,B,True
